Age,Density_Masculino_FTD,Density_Femenino_FTD
56.0,0.02116068165015979,0.012889226736330538
56.313131313131315,0.022338003165241413,0.013913077927631936
56.62626262626263,0.023506698053974498,0.014951614210211173
56.93939393939394,0.024660389720317033,0.015999758152433964
57.25252525252525,0.025792818095487856,0.017052776330495036
57.56565656565657,0.026897931620821717,0.018106402709252064
57.878787878787875,0.02796997630435526,0.019156933218846026
58.19191919191919,0.029003579817942753,0.020201285761978476
58.505050505050505,0.029993828676353123,0.0212370219540932
58.81818181818182,0.03093633666633604,0.022262329316616133
59.131313131313135,0.0318273028708781,0.02327596524565499
59.44444444444444,0.03266355785957187,0.02427716667442687
59.75757575757576,0.03344259688679744,0.02526553173712062
60.07070707070707,0.03416259925061535,0.02624088173262367
60.38383838383838,0.03482243331083571,0.027203113111405264
60.696969696969695,0.0354216470370899,0.028152049941854877
61.01010101010101,0.035960444347751516,0.029087307281607203
61.323232323232325,0.03643964789753751,0.03000817507540315
61.63636363636364,0.036860649363446865,0.030913530679689605
61.94949494949495,0.03722534865208862,0.03180178599327177
62.26262626262626,0.0375360837923796,0.03267087262333789
62.57575757575758,0.03779555357183702,0.0335182657454667
62.888888888888886,0.03800673520852273,0.03434104455251355
63.2020202020202,0.03817279951166812,0.035135984656730436
63.515151515151516,0.0382970260617878,0.03589967571583329
63.82828282828283,0.038382720928279754,0.03662865605929245
64.14141414141415,0.03843313933539969,0.037319555301828726
64.45454545454545,0.0384514154866519,0.037969235887057
64.76767676767676,0.03844050146828818,0.03857492517675214
65.08080808080808,0.03840311678473958,0.039134330996681684
65.39393939393939,0.03834170964698567,0.03964573531991446
65.70707070707071,0.038258430657683584,0.04010806282516306
66.02020202020202,0.03815511903612347,0.04052092320287867
66.33333333333333,0.038033301025594914,0.04088462808764061
66.64646464646465,0.03789419965011917,0.04120018518452235
66.95959595959596,0.03773875456054026,0.04146927338048102
67.27272727272728,0.03756765035324922,0.041694203292189126
67.58585858585859,0.03738135147622528,0.04187786776204631
67.8989898989899,0.0371801416696029,0.04202368629985409
68.21212121212122,0.03696416582875482,0.04213554646321156
68.52525252525253,0.03673347222765085,0.04221774380944484
68.83838383838383,0.03648805319320575,0.04227492050670075
69.15151515151516,0.03622788256544511,0.042312001152686095
69.46464646464646,0.03595294859611767,0.042334123009478336
69.77777777777777,0.035663281308094104,0.04234655689904773
70.0909090909091,0.03535897373492077,0.042354614561399356
70.4040404040404,0.035040196858503354,0.042363538454196895
70.71717171717172,0.034707208437972564,0.04237837081181984
71.03030303030303,0.0343603562515662,0.042403800263724103
71.34343434343434,0.03400007653697895,0.04244398635493187
71.65656565656566,0.03362688860035314,0.042502364775402666
71.96969696969697,0.03324138666218667,0.042581438800520115
72.28282828282829,0.03284423001861947,0.042682565146385375
72.5959595959596,0.03243613252388878,0.04280574490589577
72.9090909090909,0.0320178522551045,0.0429494322090488
73.22222222222223,0.03159018201966641,0.04311037451756224
73.53535353535354,0.031153941127978597,0.043283498833317134
73.84848484848484,0.03070996860102809,0.043461857443478955
74.16161616161617,0.030259117735689726,0.04363664508579767
74.47474747474747,0.02980225173086585,0.04379729662083044
74.78787878787878,0.02934023990256542,0.04393167055460016
75.1010101010101,0.028873953899552572,0.04402631925893551
75.41414141414141,0.028404263282049026,0.04406684175320596
75.72727272727272,0.027932029847455936,0.044038309761615005
76.04040404040404,0.02745810017682933,0.04392575279887278
76.35353535353536,0.026983296026230286,0.04371468362459281
76.66666666666667,0.026508402385768983,0.04339164188179148
76.97979797979798,0.026034153260230942,0.04294473138610299
77.2929292929293,0.025561215470299267,0.042364125573599
77.60606060606061,0.025090171013267625,0.04164251616588357
77.91919191919192,0.024621498737917535,0.040775482184316876
78.23232323232324,0.024155556262848578,0.03976175994355039
78.54545454545455,0.023692563186924673,0.038603399376193975
78.85858585858585,0.023232586694491155,0.03730579769331446
79.17171717171718,0.022775530641047606,0.03587760760928779
79.48484848484848,0.022321129116425285,0.03433052375339072
79.79797979797979,0.021868945326331605,0.03267895704388114
80.11111111111111,0.021418376417954854,0.03093961232433862
80.42424242424242,0.020968664613509387,0.029130989118723312
80.73737373737373,0.02051891472237607,0.027272828688123175
81.05050505050505,0.020068117794894296,0.02538553249836839
81.36363636363637,0.019615180376615977,0.023489577665604465
81.67676767676768,0.019158958538197716,0.021604953971557508
81.98989898989899,0.01869829560881849,0.01975064476215505
82.30303030303031,0.018232062343352323,0.017944170673800493
82.61616161616162,0.01775919811561962,0.016201210942903905
82.92929292929293,0.01727875165835487,0.014535312354995363
83.24242424242425,0.01678991986765376,0.012957691000314941
83.55555555555556,0.016292083254328082,0.011477127231211432
83.86868686868686,0.01578483675194343,0.010099949837399692
84.18181818181819,0.015268014773355583,0.008830101692169556
84.4949494949495,0.01474170963380585,0.007669276138351955
84.8080808080808,0.014206282716836568,0.006617111272474793
85.12121212121212,0.013662368036221274,0.00567142807748546
85.43434343434343,0.01311086812935776,0.00482849801564473
85.74747474747474,0.012552942492293113,0.004083326138718031
86.06060606060606,0.011989989022074411,0.0034299368777585613
86.37373737373738,0.011423619158499949,0.0028616512890515936
86.68686868686869,0.010855627606725109,0.00237134649369462
87.0,0.010287957669003587,0.001951690194323325
