Age,Density_Masculino_AD,Density_Femenino_AD
50.0,0.0004265721178579589,0.0009375625625620435
50.4040404040404,0.000540163449064712,0.0009710658555963075
50.80808080808081,0.0006709383840455612,0.0010008853912150163
51.21212121212121,0.000818388034921274,0.0010336052295227263
51.61616161616162,0.000981651548997266,0.00107720414738765
52.02020202020202,0.001159829212311763,0.0011402849216118579
52.42424242424242,0.0013523788991283369,0.0012311523716606577
52.82828282828283,0.001559525835738875,0.0013568578399426553
53.23232323232323,0.0017825928367316418,0.0015223394120670965
53.63636363636363,0.0020241520595534325,0.0017297791946017257
54.04040404040404,0.0022879157381564446,0.0019782717459178915
54.44444444444444,0.0025783235497169516,0.002263854788747612
54.84848484848485,0.002899843597341059,0.0025799010853793628
55.25252525252525,0.003256072036160238,0.0029178176278931403
55.656565656565654,0.0036487786800319544,0.0032679548996332897
56.06060606060606,0.0040770871248698,0.003620603709346759
56.464646464646464,0.004536985450103668,0.003966955425575121
56.868686868686865,0.005021331060192176,0.004299923413688005
57.27272727272727,0.005520442663643559,0.004614763024225541
57.676767676767675,0.00602327420654751,0.004909473476426595
58.08080808080808,0.006519056865524207,0.005185004269615917
58.484848484848484,0.0069991962494990985,0.00544531032692178
58.888888888888886,0.0074591421066510545,0.005697299016298341
59.292929292929294,0.007899921626915204,0.005950691849427947
59.696969696969695,0.008329051884559673,0.006217794918436408
60.101010101010104,0.008760620419049011,0.006513149726726395
60.505050505050505,0.009214435533224706,0.006853032990553492
60.90909090909091,0.009714283243736481,0.007254795967152832
61.313131313131315,0.010285465638586096,0.007736076146265288
61.717171717171716,0.010951914286665254,0.008313962038271476
62.121212121212125,0.011733252780217937,0.009004225272093751
62.525252525252526,0.012642209690934042,0.009820735192478334
62.92929292929293,0.013682749762261354,0.010775130976485912
63.333333333333336,0.014849199017026134,0.01187675064994411
63.73737373737374,0.016126500906712006,0.013132725393407959
64.14141414141415,0.01749157740891832,0.014548070545994744
64.54545454545455,0.01891560928137608,0.016125571196580063
64.94949494949495,0.020366923011574962,0.017865289550800696
65.35353535353535,0.02181410274195274,0.01976361495338576
65.75757575757575,0.023228946579491226,0.021811917013864215
66.16161616161617,0.024588955519123268,0.023995013306510216
66.56565656565657,0.025879160728240293,0.026289784779020345
66.96969696969697,0.027093229701467388,0.02866432889141837
67.37373737373737,0.028233907734235217,0.031078012755720325
67.77777777777777,0.029312917642806934,0.033482677110418815
68.18181818181819,0.030350441919546185,0.03582506751983629
68.58585858585859,0.031374252547214085,0.03805036557999534
68.98989898989899,0.03241846029237166,0.04010649784742219
69.39393939393939,0.03352176759311843,0.04194874660354254
69.79797979797979,0.03472507001133086,0.04354409716801658
70.20202020202021,0.036068292493971955,0.04487474257652003
70.60606060606061,0.037586477472674636,0.04594022966673107
71.01010101010101,0.03930534247062889,0.0467578655126375
71.41414141414141,0.041236749187247713,0.04736119848376544
71.81818181818181,0.04337471174884427,0.04779662624157633
72.22222222222223,0.0456926570178975,0.0481184376778856
72.62626262626263,0.04814259084562158,0.04838283227419653
73.03030303030303,0.0506566098403228,0.048641637958623696
73.43434343434343,0.05315085657694242,0.048936528370502844
73.83838383838383,0.055531610397379735,0.04929449606979737
74.24242424242425,0.05770282082275494,0.049725165957975236
74.64646464646465,0.059574112189557,0.05022025765519565
75.05050505050505,0.06106818214303834,0.05075517733837662
75.45454545454545,0.06212661120513599,0.05129240391100805
75.85858585858585,0.06271337834621364,0.051786094504571355
76.26262626262627,0.06281577896181158,0.05218721379137432
76.66666666666667,0.0624428800671867,0.05244850271348181
77.07070707070707,0.06162203013624997,0.0525287242998672
77.47474747474747,0.0603941919501019,0.052395812581553784
77.87878787878788,0.05880894489850994,0.052028752918401935
78.28282828282829,0.05691991002164309,0.051418195744737744
78.68686868686868,0.05478112760009249,0.05056592970970575
79.0909090909091,0.05244462979714146,0.04948341665551209
79.4949494949495,0.0499591723560523,0.048189637401865
79.8989898989899,0.04736987912976058,0.04670853310807989
80.3030303030303,0.04471844405226222,0.04506636018490131
80.7070707070707,0.042043528805689664,0.04328929853406731
81.11111111111111,0.03938106681393847,0.04140164151876701
81.51515151515152,0.03676429735114473,0.03942482861933831
81.91919191919192,0.034223469707461714,0.03737744854083805
82.32323232323233,0.03178525009150102,0.03527615514616264
82.72727272727272,0.02947192320952046,0.033137238297111696
83.13131313131314,0.027300510544184333,0.030978427771790933
83.53535353535354,0.02528193984383164,0.028820429470409123
83.93939393939394,0.02342040558271579,0.02668772796817238
84.34343434343435,0.021713061150745658,0.02460833647027209
84.74747474747474,0.02015017459240038,0.022612401772920846
85.15151515151516,0.018715850240294967,0.020729824162633394
85.55555555555556,0.017389359919146502,0.018987271362746284
85.95959595959596,0.01614703950996361,0.01740510390818458
86.36363636363636,0.014964601612310481,0.015994761377504167
86.76767676767676,0.013819615386524976,0.014757085192849463
87.17171717171718,0.012693837263202206,0.013681896302063516
87.57575757575758,0.011575063598456517,0.012748940005857004
87.97979797979798,0.010458228807215593,0.011930093984509279
88.38383838383838,0.009345583774498522,0.01119254388819297
88.78787878787878,0.00824593754299328,0.010502490496722798
89.1919191919192,0.007173098631597821,0.009828880956935165
89.5959595959596,0.0061437778361775825,0.009146661929886026
90.0,0.005175286469071958,0.00843913271586779
